% Model,Na_0709.mph
% Version,COMSOL 6.1.0.252
% Date,"Jul 24 2024, 16:37"
% Dimension,1
% Nodes,508
% Expressions,1
% Description,线结果图
% 空间坐标，x 分量 (m),liion.cs_surface/5000[mol/m^3]
3.0607245165812464E-4,0.3618964546600141
3.0692434964089694E-4,0.3617236655585893
3.077762476236693E-4,0.3615508764571646
3.0862814560644164E-4,0.36137808735573984
3.095648724102698E-4,0.36119203609111555
3.105015992140981E-4,0.3610059848264914
3.1143832601792634E-4,0.3608199335618672
3.123750528217545E-4,0.36063388229724297
3.1331177962558277E-4,0.36044783103261874
3.14248506429411E-4,0.3602617797679945
3.151852332332392E-4,0.3600757285033703
3.161219600370674E-4,0.3598896772387461
3.170586868408956E-4,0.35970362597412187
3.180888622341913E-4,0.359550720336262
3.1911903762748693E-4,0.35939781469840215
3.2014921302078264E-4,0.3592449090605423
3.2117938841407835E-4,0.35909200342268244
3.22209563807374E-4,0.3589390977848225
3.2323973920066966E-4,0.3587861921469627
3.2426991459396536E-4,0.3586332865091028
3.25300089987261E-4,0.35848038087124295
3.2633026538055667E-4,0.3583274752333831
3.2746298623597677E-4,0.35821868288367925
3.2859570709139693E-4,0.35810989053397546
3.2972842794681703E-4,0.35800109818427167
3.3086114880223714E-4,0.3578923058345678
3.3199386965765724E-4,0.357783513484864
3.3312659051307734E-4,0.35767472113516013
3.3425931136849745E-4,0.35756592878545634
3.3539203222391755E-4,0.3574571364357525
3.3652475307933765E-4,0.3573483440860487
3.377703020298889E-4,0.35730205133619974
3.390158509804401E-4,0.35725575858635084
3.4026139993099133E-4,0.3572094658365019
3.4150694888154256E-4,0.35716317308665296
3.427524978320938E-4,0.35711688033680405
3.43998046782645E-4,0.3570705875869551
3.4524359573319624E-4,0.3570242948371061
3.4648914468374747E-4,0.3569780020872572
3.477346936342987E-4,0.35693170933740825
3.4909750545270994E-4,0.35698064183991746
3.504603172711212E-4,0.3570295743424267
3.518231290895325E-4,0.3570785068449359
3.531859409079437E-4,0.3571274393474451
3.54548752726355E-4,0.3571763718499543
3.5591156454476623E-4,0.3572253043524636
3.572743763631775E-4,0.3572742368549728
3.586371881815887E-4,0.357323169357482
3.5999999999999997E-4,0.3573721018599912
2.6E-4,0.5987168933034079
2.603989352754277E-4,0.5978577343048305
2.607978705508555E-4,0.596998575306253
2.611968058262832E-4,0.5961394163076755
2.615957411017109E-4,0.595280257309098
2.6199467637713864E-4,0.5944210983105204
2.623936116525664E-4,0.5935619393119429
2.627925469279942E-4,0.5927027803133653
2.631914822034219E-4,0.5918436213147878
2.6359041747884963E-4,0.5909844623162103
2.6402862481379844E-4,0.5900738104740092
2.644668321487473E-4,0.5891631586318082
2.649050394836961E-4,0.5882525067896074
2.653432468186449E-4,0.5873418549474063
2.6578145415359373E-4,0.5864312031052052
2.662196614885426E-4,0.5855205512630043
2.666578688234914E-4,0.5846098994208033
2.670960761584402E-4,0.5836992475786023
2.67534283493389E-4,0.5827885957364013
2.6801601299286583E-4,0.5819211840996791
2.6849774249234265E-4,0.5810537724629571
2.6897947199181946E-4,0.580186360826235
2.694612014912962E-4,0.5793189491895129
2.6994293099077304E-4,0.5784515375527907
2.7042466049024985E-4,0.5775841259160686
2.7090638998972667E-4,0.5767167142793465
2.7138811948920343E-4,0.5758493026426243
2.7186984898868024E-4,0.5749818910059021
2.723996088383557E-4,0.5740148845986887
2.7292936868803116E-4,0.5730478781914752
2.7345912853770667E-4,0.5720808717842617
2.7398888838738207E-4,0.5711138653770481
2.745186482370576E-4,0.5701468589698346
2.750484080867331E-4,0.5691798525626212
2.7557816793640855E-4,0.5682128461554077
2.7610792778608395E-4,0.5672458397481941
2.7663768763575946E-4,0.5662788333409806
2.772203230436337E-4,0.5652702666919582
2.77802958451508E-4,0.5642617000429357
2.783855938593823E-4,0.5632531333939135
2.7896822926725654E-4,0.562244566744891
2.795508646751308E-4,0.5612360000958686
2.801335000830051E-4,0.5602274334468461
2.8071613549087934E-4,0.5592188667978236
2.8129877089875366E-4,0.5582103001488012
2.8188140630662793E-4,0.5572017334997789
2.8252216299880646E-4,0.5562156729243105
2.8316291969098504E-4,0.555229612348842
2.838036763831636E-4,0.5542435517733737
2.844444330753422E-4,0.5532574911979052
2.8508518976752073E-4,0.5522714306224368
2.857259464596993E-4,0.5512853700469684
2.863667031518779E-4,0.5502993094715
2.870074598440565E-4,0.5493132488960316
2.87648216536235E-4,0.5483271883205632
2.883527980859788E-4,0.5473164363438926
2.890573796357225E-4,0.546305684367222
2.8976196118546627E-4,0.5452949323905515
2.9046654273521E-4,0.5442841804138809
2.9117112428495376E-4,0.5432734284372102
2.9187570583469747E-4,0.5422626764605397
2.9258028738444124E-4,0.541251924483869
2.9328486893418496E-4,0.5402411725071985
2.9398945048392873E-4,0.5392304205305279
2.9476407418143556E-4,0.5382877066287992
2.9553869787894244E-4,0.5373449927270706
2.9631332157644937E-4,0.536402278825342
2.970879452739562E-4,0.5354595649236134
2.9786256897146307E-4,0.5345168510218846
2.9863719266896995E-4,0.533574137120156
2.994118163664768E-4,0.5326314232184274
3.0018644006398365E-4,0.5316887093166986
3.0096106376149053E-4,0.53074599541497
3.0181296174426283E-4,0.5297636771326059
3.0266485972703524E-4,0.5287813588502416
3.035167577098076E-4,0.5277990405678775
3.0436865569257994E-4,0.5268167222855134
3.0522055367535224E-4,0.5258344040031491
3.0607245165812464E-4,0.5248520857207849
3.0692434964089694E-4,0.5238697674384207
3.077762476236693E-4,0.5228874491560566
3.0862814560644164E-4,0.5219051308736924
3.095648724102698E-4,0.5211208077298514
3.105015992140981E-4,0.5203364845860105
3.1143832601792634E-4,0.5195521614421695
3.123750528217545E-4,0.5187678382983286
3.1331177962558277E-4,0.5179835151544876
3.14248506429411E-4,0.5171991920106467
3.151852332332392E-4,0.5164148688668057
3.161219600370674E-4,0.5156305457229649
3.170586868408956E-4,0.5148462225791238
3.180888622341913E-4,0.5141626750419223
3.1911903762748693E-4,0.5134791275047206
3.2014921302078264E-4,0.512795579967519
3.2117938841407835E-4,0.5121120324303173
3.22209563807374E-4,0.5114284848931159
3.2323973920066966E-4,0.5107449373559142
3.2426991459396536E-4,0.5100613898187125
3.25300089987261E-4,0.509377842281511
3.2633026538055667E-4,0.5086942947443094
3.2746298623597677E-4,0.5082394322110372
3.2859570709139693E-4,0.5077845696777651
3.2972842794681703E-4,0.507329707144493
3.3086114880223714E-4,0.5068748446112208
3.3199386965765724E-4,0.5064199820779487
3.3312659051307734E-4,0.5059651195446765
3.3425931136849745E-4,0.5055102570114044
3.3539203222391755E-4,0.5050553944781323
3.3652475307933765E-4,0.5046005319448601
3.377703020298889E-4,0.5044543212552479
3.390158509804401E-4,0.5043081105656358
3.4026139993099133E-4,0.5041618998760237
3.4150694888154256E-4,0.5040156891864115
3.427524978320938E-4,0.5038694784967993
3.43998046782645E-4,0.5037232678071871
3.4524359573319624E-4,0.5035770571175749
3.4648914468374747E-4,0.5034308464279628
3.477346936342987E-4,0.5032846357383506
3.4909750545270994E-4,0.503532566028898
3.504603172711212E-4,0.5037804963194453
3.518231290895325E-4,0.5040284266099928
3.531859409079437E-4,0.5042763569005401
3.54548752726355E-4,0.5045242871910876
3.5591156454476623E-4,0.5047722174816348
3.572743763631775E-4,0.5050201477721822
3.586371881815887E-4,0.5052680780627296
3.5999999999999997E-4,0.5055160083532769
2.6E-4,0.7645964966524614
2.603989352754277E-4,0.7637222807610294
2.607978705508555E-4,0.7628480648695973
2.611968058262832E-4,0.7619738489781654
2.615957411017109E-4,0.7610996330867333
2.6199467637713864E-4,0.7602254171953013
2.623936116525664E-4,0.7593512013038692
2.627925469279942E-4,0.7584769854124372
2.631914822034219E-4,0.7576027695210052
2.6359041747884963E-4,0.7567285536295733
2.6402862481379844E-4,0.7557651388836042
2.644668321487473E-4,0.7548017241376354
2.649050394836961E-4,0.7538383093916664
2.653432468186449E-4,0.7528748946456973
2.6578145415359373E-4,0.7519114798997285
2.662196614885426E-4,0.7509480651537596
2.666578688234914E-4,0.7499846504077905
2.670960761584402E-4,0.7490212356618215
2.67534283493389E-4,0.7480578209158526
2.6801601299286583E-4,0.7469335966441928
2.6849774249234265E-4,0.7458093723725329
2.6897947199181946E-4,0.7446851481008732
2.694612014912962E-4,0.7435609238292132
2.6994293099077304E-4,0.7424366995575532
2.7042466049024985E-4,0.7413124752858934
2.7090638998972667E-4,0.7401882510142336
2.7138811948920343E-4,0.7390640267425737
2.7186984898868024E-4,0.7379398024709138
2.723996088383557E-4,0.7367926849225165
2.7292936868803116E-4,0.7356455673741193
2.7345912853770667E-4,0.7344984498257222
2.7398888838738207E-4,0.733351332277325
2.745186482370576E-4,0.7322042147289277
2.750484080867331E-4,0.7310570971805306
2.7557816793640855E-4,0.7299099796321333
2.7610792778608395E-4,0.7287628620837361
2.7663768763575946E-4,0.7276157445353388
2.772203230436337E-4,0.7264506459808203
2.77802958451508E-4,0.7252855474263018
2.783855938593823E-4,0.7241204488717833
2.7896822926725654E-4,0.7229553503172647
2.795508646751308E-4,0.721790251762746
2.801335000830051E-4,0.7206251532082275
2.8071613549087934E-4,0.719460054653709
2.8129877089875366E-4,0.7182949560991905
2.8188140630662793E-4,0.7171298575446718
2.8252216299880646E-4,0.7158567596725147
2.8316291969098504E-4,0.7145836618003575
2.838036763831636E-4,0.7133105639282004
2.844444330753422E-4,0.7120374660560432
2.8508518976752073E-4,0.710764368183886
2.857259464596993E-4,0.7094912703117289
2.863667031518779E-4,0.7082181724395717
2.870074598440565E-4,0.7069450745674146
2.87648216536235E-4,0.7056719766952574
2.883527980859788E-4,0.7044269877855687
2.890573796357225E-4,0.70318199887588
2.8976196118546627E-4,0.7019370099661911
2.9046654273521E-4,0.7006920210565022
2.9117112428495376E-4,0.6994470321468135
2.9187570583469747E-4,0.6982020432371248
2.9258028738444124E-4,0.6969570543274359
2.9328486893418496E-4,0.6957120654177471
2.9398945048392873E-4,0.6944670765080583
2.9476407418143556E-4,0.69333105437577
2.9553869787894244E-4,0.6921950322434816
2.9631332157644937E-4,0.6910590101111933
2.970879452739562E-4,0.689922987978905
2.9786256897146307E-4,0.6887869658466166
2.9863719266896995E-4,0.6876509437143282
2.994118163664768E-4,0.68651492158204
3.0018644006398365E-4,0.6853788994497515
3.0096106376149053E-4,0.6842428773174632
3.0181296174426283E-4,0.6830816679662279
3.0266485972703524E-4,0.6819204586149926
3.035167577098076E-4,0.6807592492637575
3.0436865569257994E-4,0.6795980399125221
3.0522055367535224E-4,0.6784368305612869
3.0607245165812464E-4,0.6772756212100516
3.0692434964089694E-4,0.6761144118588164
3.077762476236693E-4,0.6749532025075811
3.0862814560644164E-4,0.6737919931563459
3.095648724102698E-4,0.6728405311159482
3.105015992140981E-4,0.6718890690755508
3.1143832601792634E-4,0.6709376070351534
3.123750528217545E-4,0.6699861449947557
3.1331177962558277E-4,0.6690346829543583
3.14248506429411E-4,0.6680832209139608
3.151852332332392E-4,0.6671317588735632
3.161219600370674E-4,0.6661802968331657
3.170586868408956E-4,0.6652288347927682
3.180888622341913E-4,0.6644032453323939
3.1911903762748693E-4,0.6635776558720199
3.2014921302078264E-4,0.6627520664116457
3.2117938841407835E-4,0.6619264769512716
3.22209563807374E-4,0.6611008874908973
3.2323973920066966E-4,0.6602752980305231
3.2426991459396536E-4,0.659449708570149
3.25300089987261E-4,0.6586241191097748
3.2633026538055667E-4,0.6577985296494007
3.2746298623597677E-4,0.6572543687023168
3.2859570709139693E-4,0.6567102077552329
3.2972842794681703E-4,0.6561660468081492
3.3086114880223714E-4,0.6556218858610652
3.3199386965765724E-4,0.6550777249139814
3.3312659051307734E-4,0.6545335639668974
3.3425931136849745E-4,0.6539894030198136
3.3539203222391755E-4,0.6534452420727297
3.3652475307933765E-4,0.6529010811256459
3.377703020298889E-4,0.6527104964894138
3.390158509804401E-4,0.6525199118531818
3.4026139993099133E-4,0.6523293272169498
3.4150694888154256E-4,0.6521387425807177
3.427524978320938E-4,0.6519481579444857
3.43998046782645E-4,0.6517575733082537
3.4524359573319624E-4,0.6515669886720216
3.4648914468374747E-4,0.6513764040357896
3.477346936342987E-4,0.6511858193995576
3.4909750545270994E-4,0.6514611119619049
3.504603172711212E-4,0.6517364045242523
3.518231290895325E-4,0.6520116970865998
3.531859409079437E-4,0.652286989648947
3.54548752726355E-4,0.6525622822112945
3.5591156454476623E-4,0.6528375747736419
3.572743763631775E-4,0.6531128673359893
3.586371881815887E-4,0.6533881598983367
3.5999999999999997E-4,0.653663452460684
2.6E-4,0.8456885151653791
2.603989352754277E-4,0.8456107284057313
2.607978705508555E-4,0.8455329416460833
2.611968058262832E-4,0.8454551548864356
2.615957411017109E-4,0.8453773681267877
2.6199467637713864E-4,0.8452995813671398
2.623936116525664E-4,0.845221794607492
2.627925469279942E-4,0.8451440078478439
2.631914822034219E-4,0.8450662210881962
2.6359041747884963E-4,0.8449884343285483
2.6402862481379844E-4,0.8448997752888425
2.644668321487473E-4,0.8448111162491367
2.649050394836961E-4,0.8447224572094308
2.653432468186449E-4,0.8446337981697251
2.6578145415359373E-4,0.8445451391300194
2.662196614885426E-4,0.8444564800903136
2.666578688234914E-4,0.8443678210506078
2.670960761584402E-4,0.8442791620109019
2.67534283493389E-4,0.8441905029711961
2.6801601299286583E-4,0.844091325519887
2.6849774249234265E-4,0.8439921480685778
2.6897947199181946E-4,0.8438929706172686
2.694612014912962E-4,0.8437937931659596
2.6994293099077304E-4,0.8436946157146502
2.7042466049024985E-4,0.843595438263341
2.7090638998972667E-4,0.8434962608120319
2.7138811948920343E-4,0.8433970833607227
2.7186984898868024E-4,0.8432979059094136
2.723996088383557E-4,0.8431925373026697
2.7292936868803116E-4,0.8430871686959261
2.7345912853770667E-4,0.8429818000891824
2.7398888838738207E-4,0.8428764314824386
2.745186482370576E-4,0.842771062875695
2.750484080867331E-4,0.8426656942689513
2.7557816793640855E-4,0.8425603256622077
2.7610792778608395E-4,0.8424549570554638
2.7663768763575946E-4,0.8423495884487202
2.772203230436337E-4,0.8422345107563007
2.77802958451508E-4,0.8421194330638814
2.783855938593823E-4,0.8420043553714617
2.7896822926725654E-4,0.8418892776790423
2.795508646751308E-4,0.8417741999866226
2.801335000830051E-4,0.8416591222942033
2.8071613549087934E-4,0.8415440446017838
2.8129877089875366E-4,0.8414289669093642
2.8188140630662793E-4,0.8413138892169447
2.8252216299880646E-4,0.841182557630664
2.8316291969098504E-4,0.8410512260443832
2.838036763831636E-4,0.8409198944581023
2.844444330753422E-4,0.8407885628718218
2.8508518976752073E-4,0.8406572312855408
2.857259464596993E-4,0.8405258996992602
2.863667031518779E-4,0.8403945681129794
2.870074598440565E-4,0.8402632365266985
2.87648216536235E-4,0.8401319049404178
2.883527980859788E-4,0.8398994919021856
2.890573796357225E-4,0.8396670788639534
2.8976196118546627E-4,0.8394346658257215
2.9046654273521E-4,0.8392022527874894
2.9117112428495376E-4,0.8389698397492572
2.9187570583469747E-4,0.838737426711025
2.9258028738444124E-4,0.8385050136727931
2.9328486893418496E-4,0.8382726006345609
2.9398945048392873E-4,0.8380401875963288
2.9476407418143556E-4,0.8378196759112252
2.9553869787894244E-4,0.8375991642261219
2.9631332157644937E-4,0.8373786525410184
2.970879452739562E-4,0.8371581408559149
2.9786256897146307E-4,0.8369376291708115
2.9863719266896995E-4,0.836717117485708
2.994118163664768E-4,0.8364966058006045
3.0018644006398365E-4,0.8362760941155012
3.0096106376149053E-4,0.8360555824303977
3.0181296174426283E-4,0.835800893261369
3.0266485972703524E-4,0.8355462040923405
3.035167577098076E-4,0.8352915149233121
3.0436865569257994E-4,0.8350368257542834
3.0522055367535224E-4,0.8347821365852549
3.0607245165812464E-4,0.8345274474162263
3.0692434964089694E-4,0.8342727582471978
3.077762476236693E-4,0.8340180690781692
3.0862814560644164E-4,0.8337633799091407
3.095648724102698E-4,0.8334428694217352
3.105015992140981E-4,0.8331223589343297
3.1143832601792634E-4,0.8328018484469244
3.123750528217545E-4,0.8324813379595187
3.1331177962558277E-4,0.8321608274721132
3.14248506429411E-4,0.8318403169847077
3.151852332332392E-4,0.8315198064973022
3.161219600370674E-4,0.8311992960098967
3.170586868408956E-4,0.8308787855224912
3.180888622341913E-4,0.8306000844041613
3.1911903762748693E-4,0.8303213832858315
3.2014921302078264E-4,0.8300426821675018
3.2117938841407835E-4,0.8297639810491719
3.22209563807374E-4,0.8294852799308421
3.2323973920066966E-4,0.8292065788125124
3.2426991459396536E-4,0.8289278776941825
3.25300089987261E-4,0.8286491765758527
3.2633026538055667E-4,0.8283704754575228
3.2746298623597677E-4,0.8281089241137716
3.2859570709139693E-4,0.8278473727700203
3.2972842794681703E-4,0.8275858214262689
3.3086114880223714E-4,0.8273242700825176
3.3199386965765724E-4,0.8270627187387666
3.3312659051307734E-4,0.8268011673950152
3.3425931136849745E-4,0.8265396160512639
3.3539203222391755E-4,0.8262780647075126
3.3652475307933765E-4,0.8260165133637613
3.377703020298889E-4,0.825905916974336
3.390158509804401E-4,0.8257953205849108
3.4026139993099133E-4,0.8256847241954857
3.4150694888154256E-4,0.8255741278060605
3.427524978320938E-4,0.8254635314166352
3.43998046782645E-4,0.82535293502721
3.4524359573319624E-4,0.8252423386377848
3.4648914468374747E-4,0.8251317422483595
3.477346936342987E-4,0.8250211458589344
3.4909750545270994E-4,0.8251134482902249
3.504603172711212E-4,0.8252057507215157
3.518231290895325E-4,0.8252980531528065
3.531859409079437E-4,0.8253903555840971
3.54548752726355E-4,0.8254826580153877
3.5591156454476623E-4,0.8255749604466784
3.572743763631775E-4,0.8256672628779691
3.586371881815887E-4,0.8257595653092599
3.5999999999999997E-4,0.8258518677405504
